ability,item,moves
Regenerator,HeavyDutyBoots,FutureSight ChillingWater ChillyReception SlackOff 
ToxicDebris,ChoiceScarf,PowerGem SludgeWave DazzlingGleam Spikes 
GoodasGold,MetalCoat,MakeItRain ShadowBall Recover NastyPlot 
TabletsofRuin,Leftovers,KnockOff GigaDrain LeechSeed Protect 
Protosynthesis,Leftovers,Earthquake KnockOff RapidSpin BulkUp 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
Levitate,Leftovers,VoltSwitch HydroPump WillOWisp Protect 
ToxicDebris,ChoiceScarf,EarthPower SludgeWave DazzlingGleam Spikes 
HugePower,ChoiceBand,AquaJet Liquidation PlayRough Superpower 
Protosynthesis,Leftovers,Earthquake RapidSpin KnockOff BulkUp 
RoughSkin,Leftovers,StealthRock Earthquake DracoMeteor FireBlast 
MirrorArmor,CovertCloak,Agility BulkUp PowerTrip Roost 
GoodasGold,Leftovers,NastyPlot Recover MakeItRain ShadowBall 
SwiftSwim,LifeOrb,NastyPlot Surf IceBeam GrassKnot 
SwiftSwim,ChoiceBand,Liquidation CloseCombat PsychicFangs AquaJet 
Drizzle,DampRock,Hurricane Surf Roost Uturn 
Protosynthesis,Leftovers,StealthRock Earthquake KnockOff RapidSpin 
Technician,AssaultVest,BulletPunch CloseCombat Thief Uturn 
Regenerator,BlackSludge,Spore SludgeBomb GigaDrain ClearSmog 
SwordofRuin,ChoiceBand,IceSpinner Crunch IceShard SacredSword 
Protosynthesis,Leftovers,HeadlongRush RapidSpin CloseCombat KnockOff 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake IceSpinner 
Protean,ChoiceSpecs,HydroPump IceBeam DarkPulse GrassKnot 
GoodasGold,ChoiceScarf,MakeItRain ShadowBall FocusBlast Trick 
QuarkDrive,BoosterEnergy,Moonblast AuraSphere Thunderbolt Psyshock 
ElectricSurge,TerrainExtender,Discharge HydroPump Spikes Memento 
QuarkDrive,LifeOrb,Moonblast Psyshock Thunderbolt CalmMind 
QuarkDrive,LifeOrb,Earthquake IronHead WildCharge RapidSpin 
Multiscale,HeavyDutyBoots,DragonDance Earthquake ExtremeSpeed Hurricane 
SupremeOverlord,LumBerry,KowtowCleave IronHead SuckerPunch SwordsDance 
ToxicDebris,FocusSash,EnergyBall PowerGem StealthRock MortalSpin 
ElectricSurge,TerrainExtender,Discharge HydroPump Spikes Memento 
QuarkDrive,Leftovers,ThunderPunch IcePunch DragonDance Taunt 
ToxicDebris,FocusSash,PowerGem EarthPower StealthRock MortalSpin 
Prankster,LightClay,SpiritBreak Taunt Reflect LightScreen 
QuarkDrive,LifeOrb,Moonblast KnockOff CloseCombat Thunderbolt 
Multiscale,HeavyDutyBoots,DragonDance Earthquake ExtremeSpeed Hurricane 
Protosynthesis,ChoiceScarf,Spikes VoltSwitch Thunderbolt EarthPower 
Pressure,Leftovers,BodyPress Uturn Roost IronDefense 
SwordofRuin,HeavyDutyBoots,IcicleCrash SwordsDance SuckerPunch TeraBlast 
Regenerator,CovertCloak,Surf Recover Haze Toxic 
PurifyingSalt,Leftovers,Curse SaltCure Earthquake Recover 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
IronFist,LeppaBerry,ThunderPunch CloseCombat MachPunch RevivalBlessing 
Protosynthesis,Leftovers,Earthquake KnockOff StealthRock RapidSpin 
SupremeOverlord,Leftovers,KowtowCleave IronHead SuckerPunch SwordsDance 
Protean,ChoiceSpecs,HydroPump DarkPulse IceBeam GrassKnot 
Unaware,HeavyDutyBoots,Substitute TorchSong ShadowBall SlackOff 
Levitate,Leftovers,VoltSwitch HydroPump Protect WillOWisp 
Protosynthesis,Leftovers,DazzlingGleam Encore Wish Protect 
Protosynthesis,ChoiceBand,RapidSpin CloseCombat HeadlongRush KnockOff 
QuarkDrive,ChoiceSpecs,Overheat Flamethrower SolarBeam Uturn 
SwordofRuin,BlackGlasses,Crunch IceSpinner IceShard SacredSword 
Drought,HeatRock,LavaPlume StealthRock WillOWisp RapidSpin 
Multiscale,HeavyDutyBoots,DragonDance Roost Earthquake ExtremeSpeed 
Drought,HeatRock,LavaPlume StealthRock RapidSpin Yawn 
SolarPower,ChoiceSpecs,Overheat AirSlash Flamethrower SolarBeam 
Protosynthesis,HeavyDutyBoots,Uturn CloseCombat WillOWisp MorningSun 
Libero,ChoiceScarf,PyroBall Uturn CourtChange HighJumpKick 
MagicBounce,EjectButton,Psychic DrainingKiss HealingWish MysticalFire 
Protosynthesis,AssaultVest,Earthquake CloseCombat KnockOff RapidSpin 
GoodasGold,ChoiceScarf,NastyPlot ShadowBall FocusBlast Trick 
SwiftSwim,ChoiceScarf,DestinyBond GunkShot ThunderWave Spikes 
Protosynthesis,Leftovers,Earthquake KnockOff RapidSpin BulkUp 
Multiscale,SilkScarf,ExtremeSpeed Earthquake Hurricane DragonDance 
MagicBounce,Leftovers,Substitute StoredPower DrainingKiss CalmMind 
Infiltrator,Leftovers,WillOWisp Hex DragonDarts Substitute 
CursedBody,ChoiceScarf,Trick SludgeBomb ShadowBall FocusBlast 
Moxie,HeavyDutyBoots,DragonDance DualWingbeat Earthquake TeraBlast 
HugePower,SitrusBerry,BellyDrum Liquidation PlayRough AquaJet 
GoodasGold,LifeOrb,NastyPlot Substitute ShadowBall MakeItRain 
SwordofRuin,ChoiceBand,Crunch IceSpinner IceShard SacredSword 
QuarkDrive,AssaultVest,Earthquake IronHead RapidSpin IceSpinner 
RoughSkin,RockyHelmet,StealthRock Earthquake Spikes DragonTail 
Protean,ChoiceScarf,Uturn FlowerTrick KnockOff BrickBreak 
MagnetPull,CovertCloak,VoltSwitch Thunderbolt FlashCannon BodyPress 
Multiscale,HeavyDutyBoots,DragonDance DragonClaw Earthquake ExtremeSpeed 
Pressure,Leftovers,Uturn IronHead Roost Defog 
Moxie,LifeOrb,AquaJet AquaStep CloseCombat IceSpinner 
CursedBody,ChoiceScarf,Trick SludgeBomb ShadowBall FocusBlast 
Moxie,HeavyDutyBoots,DragonDance DualWingbeat Earthquake TeraBlast 
HugePower,SitrusBerry,BellyDrum Liquidation PlayRough AquaJet 
GoodasGold,LifeOrb,NastyPlot Substitute ShadowBall MakeItRain 
SwordofRuin,ChoiceBand,Crunch IceSpinner IceFang SacredSword 
QuarkDrive,AssaultVest,Earthquake IronHead RapidSpin IceSpinner 
Protean,ChoiceSpecs,Surf DarkPulse IceBeam GrassKnot 
Unaware,Leftovers,TorchSong ShadowBall EarthPower Substitute 
Protosynthesis,HeavyDutyBoots,HeadlongRush CloseCombat KnockOff RapidSpin 
Technician,ChoiceBand,BulletPunch Pounce AerialAce Uturn 
Pressure,RockyHelmet,BodyPress Uturn Roost Defog 
StormDrain,CovertCloak,Surf EarthPower StealthRock Recover 
SeedSower,Leftovers,EarthPower GigaDrain TeraBlast Substitute 
Protosynthesis,Leftovers,BodyPress HeadlongRush KnockOff RapidSpin 
ToxicDebris,ChoiceScarf,EarthPower SludgeBomb PowerGem EnergyBall 
QuarkDrive,ChoiceSpecs,Moonblast Thunderbolt ShadowBall Psyshock 
SpeedBoost,WeaknessPolicy,CalmMind Roost StoredPower TeraBlast 
Unaware,Leftovers,Toxic Recover Earthquake StealthRock 
Multiscale,HeavyDutyBoots,Roost Encore FireSpin DracoMeteor 
QuarkDrive,ChoiceSpecs,Moonblast ShadowBall FocusBlast/Thunderbolt Psyshock 
Pressure,RockyHelmet,Uturn Roost BodyPress/BraveBird Defog 
Infiltrator,ChoiceBand,DragonDarts Uturn PhantomForce SuckerPunch 
Regenerator,Leftovers,GigaDrain SludgeBomb FoulPlay/Synthesis Spore 
Protosynthesis,Leftovers,Earthquake KnockOff CloseCombat/RapidSpin StealthRock 
ThermalExchange,DragonFang,IcicleCrash GlaiveRush IceShard SwordsDance 
MagicBounce,Leftovers,DrainingKiss Psyshock MysticalFire CalmMind 
CursedBody,FocusSash,ShadowBall SludgeBomb FocusBlast NastyPlot 
Illusion,FocusSash,DarkPulse Flamethrower GrassKnot NastyPlot 
SupremeOverlord,Leftovers,KowtowCleave IronHead SuckerPunch SwordsDance 
Protosynthesis,RockyHelmet,Earthquake KnockOff RapidSpin StealthRock 
TabletsofRuin,Leftovers,LeechSeed Ruination KnockOff Protect 
VesselofRuin,Leftovers,Earthquake Ruination Whirlwind Spikes 
PurifyingSalt,Leftovers,SaltCure Curse Earthquake Recover 
GoodasGold,CovertCloak,NastyPlot MakeItRain Recover ShadowBall 
Protosynthesis,Leftovers,BodyPress StealthRock RapidSpin KnockOff 
Multiscale,HeavyDutyBoots,DragonDance Roost Earthquake ExtremeSpeed 
QuarkDrive,LifeOrb,Thunderbolt CloseCombat KnockOff Psychic 
Levitate,ChoiceScarf,DarkPulse DracoMeteor Uturn FireBlast 
Regenerator,HeavyDutyBoots,FutureSight Surf ChillyReception SlackOff 
Regenerator,HeavyDutyBoots,GigaDrain ClearSmog FoulPlay Spore 
Protosynthesis,HeavyDutyBoots,HeadlongRush CloseCombat IceSpinner RapidSpin 
Pressure,Leftovers,BraveBird Uturn Roost Defog 
QuarkDrive,ChoiceSpecs,Moonblast ShadowBall Psyshock Thunderbolt 
RoughSkin,LifeOrb,DracoMeteor Earthquake Spikes FireBlast 
Protosynthesis,Leftovers,RapidSpin KnockOff Earthquake StealthRock 
Regenerator,HeavyDutyBoots,ChillyReception FutureSight ChillingWater SlackOff 
SupremeOverlord,Leftovers,KowtowCleave SuckerPunch IronHead SwordsDance 
Pressure,Leftovers,BulkUp BraveBird Roost BodyPress 
Drizzle,DampRock,KnockOff Hurricane Roost Uturn 
SwiftSwim,ChoiceBand,WaveCrash Liquidation IceSpinner AquaJet 
Torrent,ChoiceSpecs,HydroPump DarkPulse IceBeam GrassKnot 
VesselofRuin,Leftovers,StealthRock Ruination Whirlwind Earthquake 
Regenerator,RockyHelmet,GigaDrain ClearSmog FoulPlay Spore 
QuarkDrive,AssaultVest,Earthquake VoltSwitch KnockOff RapidSpin 
Protosynthesis,ChoiceBand,CloseCombat FirstImpression FlareBlitz Uturn 
Drought,HeatRock,LavaPlume StealthRock WillOWisp RapidSpin 
Pressure,EjectButton,Roost Defog Uturn BraveBird 
Chlorophyll,ChoiceSpecs,SolarBeam FireBlast Flamethrower GigaDrain 
Protosynthesis,ChoiceScarf,IronHead Crunch Outrage Uturn 
RoughSkin,LifeOrb,DracoMeteor FireBlast Earthquake StealthRock 
Levitate,Leftovers,VoltSwitch HydroPump Protect WillOWisp 
Pressure,Leftovers,BraveBird Uturn Roost Defog 
PurifyingSalt,CovertCloak,Curse Earthquake SaltCure Recover 
Libero,HeavyDutyBoots,PyroBall Uturn CourtChange HighJumpKick 
ThermalExchange,ChoiceBand,IceShard IcicleSpear Earthquake GlaiveRush 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Hex/Flamethrower Uturn 
Overgrow,FocusSash,LeafStorm KnockOff Spikes Taunt 
MagicBounce,EjectButton,Nuzzle HealingWish Psychic DazzlingGleam 
FlameBody,LifeOrb,FireBlast GigaDrain Psychic QuiverDance 
RoughSkin,LifeOrb,Earthquake FireBlast DracoMeteor StealthRock 
SupremeOverlord,LumBerry,SwordsDance IronHead KowtowCleave SuckerPunch 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain FocusBlast Trick 
Drought,HeatRock,StealthRock LavaPlume RapidSpin Yawn 
QuarkDrive,BoosterEnergy,FieryDance TeraBlast SludgeWave EnergyBall 
Protosynthesis,Leftovers,BulkUp LeechLife CloseCombat FlameCharge 
Protosynthesis,LoadedDice,Spore BulletSeed Crunch SuckerPunch 
Protosynthesis,RockyHelmet,HeadlongRush CloseCombat IceSpinner RapidSpin 
MagicBounce,EjectButton,Psychic DazzlingGleam Nuzzle HealingWish 
Intimidate,HeavyDutyBoots,StickyWeb StunSpore Whirlwind AirSlash 
Protean,ChoiceBand,KnockOff SuckerPunch Uturn FlowerTrick 
GoodasGold,ChoiceSpecs,MakeItRain ShadowBall Thunderbolt Trick 
SupremeOverlord,HeavyDutyBoots,SwordsDance IronHead KowtowCleave SuckerPunch 
FlameBody,HeavyDutyBoots,QuiverDance MorningSun FieryDance GigaDrain 
Protosynthesis,Leftovers,HeadlongRush CloseCombat StealthRock RapidSpin 
PoisonPoint,RockyHelmet,BarbBarrage Spikes ToxicSpikes DestinyBond 
SwiftSwim,ChoiceBand,BarbBarrage Liquidation Crunch PoisonJab 
Intimidate,Leftovers,Toxic BarbBarrage Crunch Spikes 
Intimidate,RockyHelmet,BarbBarrage Spikes ToxicSpikes DestinyBond 
SwiftSwim,Leftovers,Spikes BarbBarrage Haze DestinyBond 
SwiftSwim,Leftovers,Substitute SwordsDance Crunch Liquidation 
Overgrow,FocusSash,LeafStorm KnockOff Spikes Taunt 
QuarkDrive,BoosterEnergy,Flamethrower Agility DazzlingGleam Psychic 
GoodasGold,EjectPack,MakeItRain ShadowBall NastyPlot Recover 
Protosynthesis,EjectPack,HeadlongRush CloseCombat StealthRock RapidSpin 
QuarkDrive,BoosterEnergy,DarkPulse Hurricane FireBlast Taunt 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake FirePunch 
IceScales,HeavyDutyBoots,BugBuzz IceBeam TeraBlast QuiverDance 
Unaware,Leftovers,TorchSong ShadowBall EarthPower Substitute 
Technician,ChoiceScarf,BulletSeed ForcePalm RockTomb Bulldoze 
Moxie,HeavyDutyBoots,AquaStep CloseCombat RapidSpin Uturn 
EarthEater,SitrusBerry,IronHead BodyPress StealthRock ShedTail 
StormDrain,CovertCloak,Surf EarthPower StealthRock Recover 
Unaware,HeavyDutyBoots,TorchSong ShadowBall Substitute SlackOff 
SupremeOverlord,LumBerry,SwordsDance KowtowCleave IronHead SuckerPunch 
Pressure,RockyHelmet,BraveBird Uturn Roost Defog 
Levitate,Leftovers,NastyPlot DarkPulse DracoMeteor TeraBlast 
MyceliumMight,AguavBerry,EarthPower KnockOff RapidSpin Spore 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance MorningSun WillOWisp 
Unaware,ChoiceBand,WaveCrash Liquidation TeraBlast Earthquake 
Levitate,Leftovers,HydroPump VoltSwitch WillOWisp Protect 
QuarkDrive,HeavyDutyBoots,Earthquake IronHead IceSpinner RapidSpin 
SupremeOverlord,BlackGlasses,KowtowCleave SwordsDance IronHead SuckerPunch 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Recover Trick 
MagicBounce,EjectButton,Nuzzle HealingWish Psychic DazzlingGleam 
Regenerator,CovertCloak,Spore ClearSmog GrassKnot SludgeBomb 
GoodasGold,Leftovers,NastyPlot Recover ShadowBall MakeItRain 
Protosynthesis,Leftovers,KnockOff RapidSpin Earthquake StealthRock 
SupremeOverlord,BlackGlasses,IronHead SuckerPunch KowtowCleave SwordsDance 
QuarkDrive,ChoiceScarf,Trick KnockOff Moonblast CloseCombat 
RoughSkin,LifeOrb,Spikes FireBlast Earthquake DracoMeteor 
Protosynthesis,ChoiceBand,HeadlongRush CloseCombat KnockOff IceSpinner 
Drought,HeatRock,StealthRock RapidSpin LavaPlume Yawn 
SupremeOverlord,HeavyDutyBoots,SwordsDance IronHead KowtowCleave SuckerPunch 
Protosynthesis,HeavyDutyBoots,Spikes Thunderbolt VoltSwitch EarthPower 
QuarkDrive,BoosterEnergy,SludgeWave FieryDance EnergyBall Agility 
Regenerator,HeavyDutyBoots,FutureSight Surf ChillyReception SlackOff 
Drought,HeatRock,LavaPlume EarthPower SolarBeam Yawn 
Protosynthesis,ChoiceSpecs,HydroPump Flamethrower DracoMeteor TeraBlast 
Chlorophyll,LifeOrb,SeedBomb Overheat Crunch Growth 
Protosynthesis,HeavyDutyBoots,HeadlongRush CloseCombat KnockOff RapidSpin 
MirrorArmor,RockyHelmet,DrillPeck BodyPress Roost Defog 
Unaware,Leftovers,Earthquake Toxic StealthRock Recover 
Drought,HeatRock,LavaPlume SolarBeam EarthPower WillOWisp 
Protosynthesis,ChoiceSpecs,HydroPump DracoMeteor Flamethrower TeraBlast 
GoodasGold,CovertCloak,MakeItRain ShadowBall Thunderbolt Recover 
Protosynthesis,LoadedDice,BulletSeed SuckerPunch CloseCombat Spore 
Protosynthesis,Leftovers,BodyPress KnockOff RapidSpin StealthRock 
MagicBounce,Leftovers,DrainingKiss Psyshock MysticalFire CalmMind 
Drought,HeatRock,LavaPlume BodyPress RapidSpin StealthRock 
Protosynthesis,HeavyDutyBoots,HeadlongRush CloseCombat KnockOff RapidSpin 
MagicBounce,EjectButton,Nuzzle HealingWish Psychic DazzlingGleam 
Protosynthesis,ChoiceSpecs,DracoMeteor Flamethrower HydroPump TeraBlast 
Protosynthesis,LoadedDice,Crunch BulletSeed SuckerPunch Spore 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Trick FocusBlast 
Overgrow,FocusSash,LeafStorm KnockOff Spikes Taunt 
QuarkDrive,BoosterEnergy,Flamethrower Agility DazzlingGleam EnergyBall 
GoodasGold,EjectPack,MakeItRain ShadowBall NastyPlot Recover 
Protosynthesis,EjectPack,HeadlongRush CloseCombat StealthRock RapidSpin 
QuarkDrive,BoosterEnergy,DarkPulse Hurricane FireBlast Taunt 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake FirePunch 
VoltAbsorb,ExpertBelt,GrassKnot VoltSwitch CloseCombat RevivalBlessing 
SupremeOverlord,BlackGlasses,KowtowCleave SuckerPunch IronHead SwordsDance 
FlameBody,HeavyDutyBoots,FieryDance GigaDrain QuiverDance MorningSun 
QuarkDrive,BoosterEnergy,CloseCombat KnockOff Liquidation SwordsDance 
ThermalExchange,LifeOrb,IcicleCrash GlaiveRush Earthquake DragonDance 
Torrent,FocusSash,Surf Taunt Counter Spikes 
Overgrow,BlackGlasses,FlowerTrick KnockOff SuckerPunch Uturn 
Protosynthesis,Leftovers,Earthquake KnockOff RapidSpin StealthRock 
SupremeOverlord,Leftovers,IronHead KowtowCleave SuckerPunch SwordsDance 
Infiltrator,ChoiceSpecs,ShadowBall DracoMeteor Flamethrower Uturn 
Levitate,Leftovers,HydroPump VoltSwitch WillOWisp Protect 
PurifyingSalt,Leftovers,SaltCure Earthquake Block Recover 
Torrent,FocusSash,Surf Taunt IcyWind Spikes 
RoughSkin,LifeOrb,DracoMeteor FireBlast Earthquake StealthRock 
GoodasGold,CovertCloak,ShadowBall MakeItRain Recover NastyPlot 
SupremeOverlord,BlackGlasses,IronHead KowtowCleave SuckerPunch SwordsDance 
Levitate,ChoiceScarf,HydroPump VoltSwitch WillOWisp Trick 
Multiscale,HeavyDutyBoots,ExtremeSpeed IceSpinner Earthquake DragonDance 
TabletsofRuin,Leftovers,Ruination LeechSeed Taunt MeanLook 
Protosynthesis,Leftovers,Earthquake KnockOff RapidSpin StealthRock 
Infiltrator,ChoiceBand,DragonDarts PhantomForce TeraBlast Uturn 
Levitate,Leftovers,HydroPump Discharge Substitute NastyPlot 
QuarkDrive,HeavyDutyBoots,FieryDance SludgeWave Psychic ToxicSpikes 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain FocusBlast Trick 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor Flamethrower HydroPump 
Infiltrator,Leftovers,Substitute WillOWisp Hex DragonDarts 
EarthEater,SitrusBerry,ShedTail StealthRock BodyPress HeavySlam 
FlameBody,Leftovers,QuiverDance MorningSun TeraBlast FieryDance 
Multiscale,SilkScarf,DragonDance Earthquake ExtremeSpeed Hurricane 
RoughSkin,FocusSash,Earthquake DracoMeteor FireBlast StealthRock 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor Flamethrower DragonPulse 
Drought,HeatRock,StealthRock LavaPlume BodyPress RapidSpin 
Protosynthesis,RockyHelmet,BodyPress Earthquake KnockOff RapidSpin 
MagicBounce,AssaultVest,Psyshock DrainingKiss MysticalFire Nuzzle 
Protosynthesis,ChoiceBand,Crunch DragonClaw Earthquake Uturn 
StormDrain,CovertCloak,Spikes Earthquake SludgeBomb Recover 
Regenerator,CovertCloak,GrassKnot SludgeBomb FoulPlay Spore 
VesselofRuin,Leftovers,Ruination Spikes Whirlwind Earthquake 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Trick Recover 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Infiltrator,ChoiceBand,DragonDarts TeraBlast SuckerPunch Uturn 
Levitate,Leftovers,VoltSwitch HydroPump Protect ThunderWave 
Protosynthesis,BoosterEnergy,HydroPump DragonPulse Agility Flamethrower 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Uturn Hex 
Unaware,HeavyDutyBoots,TorchSong Hex WillOWisp SlackOff 
Regenerator,CovertCloak,Surf Haze Toxic Recover 
Pressure,Leftovers,BraveBird BulkUp Uturn Roost 
Protosynthesis,Leftovers,Earthquake KnockOff StealthRock RapidSpin 
Drought,HeatRock,StealthRock LavaPlume RapidSpin Yawn 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor Flamethrower AquaJet 
MagicBounce,EjectButton,Psychic DazzlingGleam Nuzzle HealingWish 
Protosynthesis,Leftovers,Earthquake KnockOff BulkUp RapidSpin 
Libero,HeavyDutyBoots,PyroBall SuckerPunch Uturn CourtChange 
Multiscale,HeavyDutyBoots,ExtremeSpeed FirePunch DragonDance Roost 
Drought,HeatRock,LavaPlume BodyPress Yawn RapidSpin 
Protosynthesis,ChoiceSpecs,HydroSteam Flamethrower DragonPulse DracoMeteor 
SolarPower,ChoiceSpecs,Overheat Flamethrower SolarBeam DragonPulse 
WeakArmor,FocusSash,SwordsDance BitterBlade CloseCombat ShadowSneak 
Protosynthesis,Leftovers,Earthquake IceSpinner StealthRock RapidSpin 
Protosynthesis,ChoiceBand,Outrage Crunch Earthquake Uturn 
Infiltrator,Leftovers,DragonDarts Hex WillOWisp Substitute 
GoodasGold,CovertCloak,MakeItRain ShadowBall NastyPlot Recover 
Intimidate,FocusSash,Hurricane HydroPump QuiverDance StickyWeb 
Illusion,ChoiceSpecs,ShadowBall HyperVoice FocusBlast Trick 
Protosynthesis,AssaultVest,Earthquake BodyPress KnockOff RapidSpin 
SupremeOverlord,Leftovers,SuckerPunch IronHead LowKick SwordsDance 
SkillLink,HeavyDutyBoots,ShellSmash IcicleSpear RockBlast TeraBlast 
WeakArmor,FocusSash,ShellSmash StoredPower ShadowBall GigaDrain 
SwiftSwim,FocusSash,ShellSmash Earthquake StoneEdge Liquidation 
Libero,HeavyDutyBoots,CourtChange Uturn PyroBall HighJumpKick 
PsychicSurge,TerrainExtender,HealingWish Psyshock HyperVoice DazzlingGleam 
MagicBounce,EjectButton,CalmMind DrainingKiss StoredPower Nuzzle 
ToxicDebris,FocusSash,StealthRock EarthPower SludgeWave MortalSpin 
Infiltrator,ChoiceBand,DragonDarts PhantomForce Uturn SuckerPunch 
Technician,LoadedDice,BulletSeed MachPunch Spore TeraBlast 
SupremeOverlord,HeavyDutyBoots,SwordsDance IronHead KowtowCleave SuckerPunch 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Trick FocusBlast 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance MorningSun WillOWisp 
Protosynthesis,ChoiceBand,Crunch Earthquake DragonClaw Uturn 
Drought,HeatRock,LavaPlume BodyPress RapidSpin StealthRock 
GoodasGold,CovertCloak,MakeItRain ShadowBall Recover NastyPlot 
Protosynthesis,MysticWater,HydroSteam DracoMeteor Flamethrower HydroPump 
Pressure,RockyHelmet,BodyPress Roost Uturn Defog 
StormDrain,Leftovers,Earthquake Recover ClearSmog Spikes 
Illusion,ChoiceSpecs,Uturn Flamethrower HyperVoice ShadowBall 
WaterAbsorb,Leftovers,Toxic Earthquake Spikes Recover 
SupremeOverlord,BlackGlasses,KowtowCleave SuckerPunch IronHead SwordsDance 
ThermalExchange,ChoiceBand,IceShard IcicleCrash Earthquake GlaiveRush 
Protosynthesis,Leftovers,RapidSpin KnockOff Earthquake CloseCombat 
QuarkDrive,BoosterEnergy,SwordsDance Psyblade CloseCombat TeraBlast 
Drought,HeatRock,LavaPlume StealthRock RapidSpin Yawn 
MagicBounce,EjectButton,Psychic DazzlingGleam Nuzzle HealingWish 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor Flamethrower DragonPulse 
Protosynthesis,ChoiceBand,Crunch Earthquake Uturn Outrage 
Chlorophyll,LifeOrb,GigaDrain Flamethrower WillOWisp Growth 
Protosynthesis,EjectPack,HeadlongRush CloseCombat KnockOff RapidSpin 
Protean,HeavyDutyBoots,Uturn KnockOff FlowerTrick SuckerPunch 
Libero,HeavyDutyBoots,SwordsDance PyroBall TeraBlast SuckerPunch 
Protean,FocusSash,Spikes DarkPulse IceBeam Surf 
GoodasGold,ChoiceScarf,Trick FocusBlast MakeItRain ShadowBall 
Multiscale,HeavyDutyBoots,DragonDance Roost ExtremeSpeed Earthquake 
Protosynthesis,Leftovers,StealthRock RapidSpin KnockOff Earthquake 
