pkmn,ability,item,team,moves
Blissey,NaturalCure,Leftovers,WoChien Dondozo Corviknight Ditto ChienPao ,SoftBoiled CalmMind StoredPower TeraBlast 
Ditto,Imposter,ChoiceScarf,WoChien Dondozo Corviknight Blissey ChienPao ,Transform None None None 
ChienPao,SwordofRuin,ChoiceBand,WoChien Dondozo Corviknight Blissey Ditto ,Crunch IceSpinner PsychicFangs SacredSword 
Quaquaval,Moxie,Leftovers,WoChien Dondozo Ditto Blissey Breloom ,Roost BulkUp CloseCombat AquaStep 
WoChien,TabletsofRuin,RockyHelmet,Quaquaval Dondozo Ditto Blissey Breloom ,LeechSeed Taunt GigaDrain KnockOff 
Dondozo,Unaware,RockyHelmet,Quaquaval WoChien Ditto Blissey Breloom ,Rest Liquidation Curse SleepTalk 
Ditto,Imposter,ChoiceScarf,Quaquaval WoChien Dondozo Blissey Breloom ,Transform None None None 
Blissey,NaturalCure,Leftovers,Quaquaval WoChien Dondozo Ditto Breloom ,SoftBoiled StealthRock CalmMind StoredPower 
Breloom,PoisonHeal,ToxicOrb,Quaquaval WoChien Dondozo Ditto Blissey ,BulkUp DrainPunch Spore SeedBomb 
WoChien,TabletsofRuin,LightClay,Dondozo Dachsbun Blissey Corviknight Breloom ,LeechSeed KnockOff TeraBlast Reflect 
Dondozo,Unaware,RockyHelmet,WoChien Dachsbun Blissey Corviknight Breloom ,Rest Curse Liquidation SleepTalk 
Dachsbun,WellBakedBody,HeatRock,WoChien Dondozo Blissey Corviknight Breloom ,Wish WorkUp Roar PlayRough 
Blissey,NaturalCure,ShellBell,WoChien Dondozo Dachsbun Corviknight Breloom ,SoftBoiled CalmMind StoredPower ShadowBall 
Corviknight,Pressure,RockyHelmet,WoChien Dondozo Dachsbun Blissey Breloom ,Roost Defog BulkUp BodyPress 
Breloom,PoisonHeal,ToxicOrb,WoChien Dondozo Dachsbun Blissey Corviknight ,BulkUp Spore DrainPunch PoisonJab 
Rabsca,Synchronize,ShedShell,Garganacl Arboliva MausholdFour Dondozo Corviknight ,CalmMind Recover RevivalBlessing StoredPower 
Garganacl,PurifyingSalt,Leftovers,Rabsca Arboliva MausholdFour Dondozo Corviknight ,Recover Curse SaltCure BodyPress 
Arboliva,SeedSower,TerrainExtender,Rabsca Garganacl MausholdFour Dondozo Corviknight ,StrengthSap LeechSeed Reflect LightScreen 
MausholdFour,Technician,WideLens,Rabsca Garganacl Arboliva Dondozo Corviknight ,PopulationBomb TidyUp Charm Rest 
Dondozo,Unaware,Leftovers,Rabsca Garganacl Arboliva MausholdFour Corviknight ,Rest Curse Liquidation BodyPress 
Corviknight,Pressure,Leftovers,Rabsca Garganacl Arboliva MausholdFour Dondozo ,Roost BulkUp BodyPress IronHead 
Blissey,NaturalCure,Leftovers,Dragonite Rabsca Orthworm Dondozo WoChien ,SoftBoiled DefenseCurl CalmMind StoredPower 
Dragonite,Multiscale,Leftovers,Blissey Rabsca Orthworm Dondozo WoChien ,Roost DragonTail FireSpin Wrap 
Rabsca,Synchronize,LeppaBerry,Blissey Dragonite Orthworm Dondozo WoChien ,CalmMind RevivalBlessing BugBuzz StoredPower 
Orthworm,EarthEater,RockyHelmet,Blissey Dragonite Rabsca Dondozo WoChien ,Rest Coil ShedTail HeavySlam 
Dondozo,Unaware,Leftovers,Blissey Dragonite Rabsca Orthworm WoChien ,Rest Curse Liquidation SleepTalk 
WoChien,TabletsofRuin,LightClay,Blissey Dragonite Rabsca Orthworm Dondozo ,LeechSeed KnockOff LightScreen Reflect 
Goodra,SapSipper,Leftovers,Clodsire Ditto Blissey Swalot Corviknight ,Curse LifeDew BodyPress TeraBlast 
Clodsire,Unaware,Leftovers,Goodra Ditto Blissey Swalot Corviknight ,Recover Curse BodyPress PoisonJab 
Ditto,Imposter,ChoiceScarf,Goodra Clodsire Blissey Swalot Corviknight ,Transform None None None 
Blissey,NaturalCure,LightClay,Goodra Clodsire Ditto Swalot Corviknight ,SoftBoiled CalmMind StoredPower LightScreen 
Swalot,LiquidOoze,RockyHelmet,Goodra Clodsire Ditto Blissey Corviknight ,Curse Rest BodyPress PoisonJab 
Corviknight,Pressure,RockyHelmet,Goodra Clodsire Ditto Blissey Swalot ,Roost Defog BulkUp PowerTrip 
Seviper,ShedSkin,Leftovers,Torkoal OricorioPomPom Ditto Dondozo Grimmsnarl ,Rest Coil PoisonJab IceFang 
Torkoal,ShellArmor,ChestoBerry,Seviper OricorioPomPom Ditto Dondozo Grimmsnarl ,Rest Curse BodyPress RapidSpin 
OricorioPomPom,Dancer,Leftovers,Seviper Torkoal Ditto Dondozo Grimmsnarl ,QuiverDance Roost RevelationDance AirSlash 
Ditto,Imposter,ChoiceScarf,Seviper Torkoal OricorioPomPom Dondozo Grimmsnarl ,Transform None None None 
Dondozo,Unaware,RockyHelmet,Seviper Torkoal OricorioPomPom Ditto Grimmsnarl ,Rest Curse SleepTalk Liquidation 
Grimmsnarl,Prankster,LightClay,Seviper Torkoal OricorioPomPom Ditto Dondozo ,LightScreen SpiritBreak BulkUp DrainPunch 
Mudsdale,Stamina,Leftovers,Torkoal OricorioPomPom Dondozo TingLu Quaquaval ,BodyPress HeavySlam Rest Roar 
Torkoal,ShellArmor,HeavyDutyBoots,Mudsdale OricorioPomPom Dondozo TingLu Quaquaval ,Rest Curse BodyPress RapidSpin 
OricorioPomPom,Dancer,Leftovers,Mudsdale Torkoal Dondozo TingLu Quaquaval ,QuiverDance Roost RevelationDance AirSlash 
Dondozo,Unaware,RockyHelmet,Mudsdale Torkoal OricorioPomPom TingLu Quaquaval ,Rest Curse SleepTalk Liquidation 
TingLu,VesselofRuin,Leftovers,Mudsdale Torkoal OricorioPomPom Dondozo Quaquaval ,Rest SleepTalk Spikes Taunt 
Quaquaval,Moxie,LumBerry,Mudsdale Torkoal OricorioPomPom Dondozo TingLu ,BulkUp Roost Acrobatics AquaStep 
Goodra,SapSipper,Leftovers,Torkoal Skeledirge Rabsca Hatterene Drifblim ,Rest Curse BodyPress PowerWhip 
Torkoal,Drought,HeatRock,Goodra Skeledirge Rabsca Hatterene Drifblim ,BodyPress Rest RapidSpin Earthquake 
Skeledirge,Unaware,ThroatSpray,Goodra Torkoal Rabsca Hatterene Drifblim ,SlackOff WillOWisp EarthPower TorchSong 
Rabsca,Synchronize,Leftovers,Goodra Torkoal Skeledirge Hatterene Drifblim ,CalmMind BugBuzz Recover StoredPower 
Hatterene,MagicBounce,ExpertBelt,Goodra Torkoal Skeledirge Rabsca Drifblim ,CalmMind GigaDrain DrainingKiss StoredPower 
Drifblim,FlareBoost,FlameOrb,Goodra Torkoal Skeledirge Rabsca Hatterene ,CalmMind StoredPower StrengthSap AirSlash 
Hatterene,MagicBounce,Leftovers,Pelipper Dondozo WoChien Corviknight Sandaconda ,CalmMind DrainingKiss MysticalFire StoredPower 
Pelipper,Drizzle,DampRock,Hatterene Dondozo WoChien Corviknight Sandaconda ,Roost Hurricane HydroPump Uturn 
Dondozo,Unaware,ChestoBerry,Hatterene Pelipper WoChien Corviknight Sandaconda ,Rest Curse Liquidation BodyPress 
WoChien,TabletsofRuin,LightClay,Hatterene Pelipper Dondozo Corviknight Sandaconda ,Reflect LightScreen LeechSeed GigaDrain 
Corviknight,Pressure,RockyHelmet,Hatterene Pelipper Dondozo WoChien Sandaconda ,Roost Defog BulkUp PowerTrip 
Sandaconda,ShedSkin,Leftovers,Hatterene Pelipper Dondozo WoChien Corviknight ,Coil BodyPress DrillRun Rest 
Slowking,Regenerator,IcyRock,Avalugg Dondozo Frosmoth Annihilape ChienPao ,SlackOff ChillyReception Flamethrower FutureSight 
Avalugg,IceBody,HeavyDutyBoots,Slowking Dondozo Frosmoth Annihilape ChienPao ,AuroraVeil Recover RapidSpin Avalanche 
Dondozo,Unaware,ChestoBerry,Slowking Avalugg Frosmoth Annihilape ChienPao ,Rest Curse BodyPress Liquidation 
Frosmoth,IceScales,Leftovers,Slowking Avalugg Dondozo Annihilape ChienPao ,QuiverDance GigaDrain TeraBlast IceBeam 
Annihilape,Defiant,ChestoBerry,Slowking Avalugg Dondozo Frosmoth ChienPao ,Rest BulkUp DrainPunch RageFist 
ChienPao,SwordofRuin,ChoiceBand,Slowking Avalugg Dondozo Frosmoth Annihilape ,Crunch IceSpinner PsychicFangs SacredSword 
Dondozo,Unaware,RockyHelmet,Slowking Avalugg Glaceon Gogoat Arboliva ,Rest Curse Waterfall SleepTalk 
Slowking,Regenerator,IcyRock,Dondozo Avalugg Glaceon Gogoat Arboliva ,SlackOff ChillyReception ChillingWater Flamethrower 
Avalugg,IceBody,HeavyDutyBoots,Dondozo Slowking Glaceon Gogoat Arboliva ,Recover Curse Avalanche RapidSpin 
Glaceon,IceBody,HeavyDutyBoots,Dondozo Slowking Avalugg Gogoat Arboliva ,Wish CalmMind FreezeDry StoredPower 
Gogoat,GrassPelt,Leftovers,Dondozo Slowking Avalugg Glaceon Arboliva ,MilkDrink BulkUp HornLeech PlayRough 
Arboliva,SeedSower,TerrainExtender,Dondozo Slowking Avalugg Glaceon Gogoat ,StrengthSap LeechSeed EarthPower GigaDrain 
Dondozo,Unaware,ChestoBerry,Amoonguss Garganacl ScreamTail Arcanine Ditto ,Curse Rest Avalanche Waterfall 
Amoonguss,Regenerator,Leftovers,Dondozo Garganacl ScreamTail Arcanine Ditto ,Spore ClearSmog SludgeBomb GigaDrain 
Garganacl,PurifyingSalt,Leftovers,Dondozo Amoonguss ScreamTail Arcanine Ditto ,Recover Curse SaltCure BodyPress 
ScreamTail,Protosynthesis,BoosterEnergy,Dondozo Amoonguss Garganacl Arcanine Ditto ,CalmMind Wish DazzlingGleam StoredPower 
Arcanine,Intimidate,HeavyDutyBoots,Dondozo Amoonguss Garganacl ScreamTail Ditto ,WillOWisp MorningSun Overheat ExtremeSpeed 
Ditto,Imposter,ChoiceScarf,Dondozo Amoonguss Garganacl ScreamTail Arcanine ,Transform None None None 
Chansey,NaturalCure,Eviolite,Clodsire Haxorus Ditto Avalugg ScreamTail ,SeismicToss ThunderWave StealthRock SoftBoiled 
Clodsire,Unaware,Leftovers,Chansey Haxorus Ditto Avalugg ScreamTail ,Recover Curse Earthquake IronHead 
Haxorus,MoldBreaker,ExpertBelt,Chansey Clodsire Ditto Avalugg ScreamTail ,DragonDance DragonClaw CloseCombat Earthquake 
Ditto,Imposter,ChoiceScarf,Chansey Clodsire Haxorus Avalugg ScreamTail ,Transform None None None 
Avalugg,OwnTempo,HeavyDutyBoots,Chansey Clodsire Haxorus Ditto ScreamTail ,RapidSpin Recover Avalanche Earthquake 
ScreamTail,Protosynthesis,BoosterEnergy,Chansey Clodsire Haxorus Ditto Avalugg ,CalmMind Wish DazzlingGleam StoredPower 
ScreamTail,Protosynthesis,BoosterEnergy,Corviknight Clodsire Avalugg Maushold Arcanine ,CalmMind Wish DazzlingGleam StoredPower 
Corviknight,Pressure,RockyHelmet,ScreamTail Clodsire Avalugg Maushold Arcanine ,Roost Defog BodyPress Uturn 
Clodsire,Unaware,Leftovers,ScreamTail Corviknight Avalugg Maushold Arcanine ,Curse Recover PoisonJab Earthquake 
Avalugg,OwnTempo,HeavyDutyBoots,ScreamTail Corviknight Clodsire Maushold Arcanine ,RapidSpin Recover Avalanche Earthquake 
Maushold,Technician,WideLens,ScreamTail Corviknight Clodsire Avalugg Arcanine ,TidyUp PopulationBomb BulletSeed Crunch 
Arcanine,Intimidate,HeavyDutyBoots,ScreamTail Corviknight Clodsire Avalugg Maushold ,WillOWisp MorningSun Overheat ExtremeSpeed 
Ditto,Imposter,ChoiceScarf,ScreamTail Clodsire Cyclizar Cloyster Arcanine ,Transform None None None 
ScreamTail,Protosynthesis,BoosterEnergy,Ditto Clodsire Cyclizar Cloyster Arcanine ,CalmMind Wish Boomburst StoredPower 
Clodsire,Unaware,Leftovers,Ditto ScreamTail Cyclizar Cloyster Arcanine ,Earthquake PoisonJab Recover Curse 
Cyclizar,Regenerator,HeavyDutyBoots,Ditto ScreamTail Clodsire Cloyster Arcanine ,RapidSpin KnockOff Taunt ShedTail 
Cloyster,SkillLink,WhiteHerb,Ditto ScreamTail Clodsire Cyclizar Arcanine ,ShellSmash RazorShell IcicleSpear RockBlast 
Arcanine,Intimidate,HeavyDutyBoots,Ditto ScreamTail Clodsire Cyclizar Cloyster ,WillOWisp MorningSun Overheat ExtremeSpeed 
Avalugg,IceBody,HeavyDutyBoots,Slowking Chansey Clodsire Ditto Arcanine ,Recover RapidSpin Earthquake BodyPress 
Slowking,Regenerator,IcyRock,Avalugg Chansey Clodsire Ditto Arcanine ,ChillyReception CalmMind ChillingWater Flamethrower 
Chansey,NaturalCure,Eviolite,Avalugg Slowking Clodsire Ditto Arcanine ,SeismicToss ThunderWave StealthRock SoftBoiled 
Clodsire,Unaware,Leftovers,Avalugg Slowking Chansey Ditto Arcanine ,Curse Recover Earthquake PoisonJab 
Ditto,Imposter,ChoiceScarf,Avalugg Slowking Chansey Clodsire Arcanine ,Transform None None None 
Arcanine,Intimidate,HeavyDutyBoots,Avalugg Slowking Chansey Clodsire Ditto ,WillOWisp MorningSun Overheat ExtremeSpeed 
Lokix,TintedLens,ExpertBelt,Clodsire Chansey Avalugg Espathra Arcanine ,FirstImpression SwordsDance ThroatChop LeechLife 
Clodsire,Unaware,Leftovers,Lokix Chansey Avalugg Espathra Arcanine ,Recover Curse Earthquake PoisonJab 
Chansey,NaturalCure,Eviolite,Lokix Clodsire Avalugg Espathra Arcanine ,StealthRock SeismicToss ThunderWave SoftBoiled 
Avalugg,OwnTempo,HeavyDutyBoots,Lokix Clodsire Chansey Espathra Arcanine ,RapidSpin Recover Avalanche Earthquake 
Espathra,SpeedBoost,PetayaBerry,Lokix Clodsire Chansey Avalugg Arcanine ,CalmMind Roost StoredPower ShadowBall 
Arcanine,Intimidate,HeavyDutyBoots,Lokix Clodsire Chansey Avalugg Espathra ,WillOWisp MorningSun Overheat ExtremeSpeed 
MausholdFour,Technician,WideLens,Clodsire Avalugg Slowking Ditto Arcanine ,PopulationBomb TidyUp PlayRough Uturn 
Clodsire,Unaware,Leftovers,MausholdFour Avalugg Slowking Ditto Arcanine ,Recover Curse Earthquake PoisonJab 
Avalugg,IceBody,HeavyDutyBoots,MausholdFour Clodsire Slowking Ditto Arcanine ,RapidSpin Recover Avalanche Earthquake 
Slowking,Regenerator,IcyRock,MausholdFour Clodsire Avalugg Ditto Arcanine ,ChillyReception ThunderWave Flamethrower ChillingWater 
Ditto,Imposter,ChoiceScarf,MausholdFour Clodsire Avalugg Slowking Arcanine ,Transform None None None 
Arcanine,Intimidate,HeavyDutyBoots,MausholdFour Clodsire Avalugg Slowking Ditto ,WillOWisp MorningSun Overheat ExtremeSpeed 
Cinderace,Libero,HeavyDutyBoots,Meowscarada Slowking TingLu Corviknight Garganacl ,Uturn GunkShot LowKick PyroBall 
Meowscarada,Overgrow,HeavyDutyBoots,Cinderace Slowking TingLu Corviknight Garganacl ,FlowerTrick SuckerPunch KnockOff Uturn 
Slowking,Regenerator,HeavyDutyBoots,Cinderace Meowscarada TingLu Corviknight Garganacl ,FutureSight SlackOff Surf ChillyReception 
TingLu,VesselofRuin,Leftovers,Cinderace Meowscarada Slowking Corviknight Garganacl ,Earthquake Spikes Ruination Whirlwind 
Corviknight,Pressure,RockyHelmet,Cinderace Meowscarada Slowking TingLu Garganacl ,Uturn Roost BraveBird BodyPress 
Garganacl,PurifyingSalt,HeavyDutyBoots,Cinderace Meowscarada Slowking TingLu Corviknight ,StealthRock Recover Protect SaltCure 
Cinderace,Libero,HeavyDutyBoots,ChienPao TingLu RotomWash Amoonguss IronValiant ,PyroBall HighJumpKick Uturn CourtChange 
ChienPao,SwordofRuin,HeavyDutyBoots,Cinderace TingLu RotomWash Amoonguss IronValiant ,SuckerPunch Crunch IceSpinner SacredSword 
TingLu,VesselofRuin,Leftovers,Cinderace ChienPao RotomWash Amoonguss IronValiant ,StealthRock Spikes Earthquake Whirlwind 
RotomWash,Levitate,Leftovers,Cinderace ChienPao TingLu Amoonguss IronValiant ,VoltSwitch HydroPump Protect WillOWisp 
Amoonguss,Regenerator,RockyHelmet,Cinderace ChienPao TingLu RotomWash IronValiant ,Spore GigaDrain SludgeBomb FoulPlay 
IronValiant,QuarkDrive,ChoiceScarf,Cinderace ChienPao TingLu RotomWash Amoonguss ,Moonblast CloseCombat Thunderbolt Psyshock 
Cinderace,Libero,HeavyDutyBoots,IronHands Gholdengo IronTreads Annihilape Dondozo ,BulkUp PyroBall HighJumpKick SuckerPunch 
IronHands,QuarkDrive,ChoiceBand,Cinderace Gholdengo IronTreads Annihilape Dondozo ,VoltSwitch ThunderPunch CloseCombat Earthquake 
Gholdengo,GoodasGold,ChoiceScarf,Cinderace IronHands IronTreads Annihilape Dondozo ,ShadowBall MakeItRain Trick FocusBlast 
IronTreads,QuarkDrive,Leftovers,Cinderace IronHands Gholdengo Annihilape Dondozo ,StealthRock Earthquake RapidSpin VoltSwitch 
Annihilape,Defiant,Leftovers,Cinderace IronHands Gholdengo IronTreads Dondozo ,Taunt BulkUp DrainPunch RageFist 
Dondozo,Unaware,HeavyDutyBoots,Cinderace IronHands Gholdengo IronTreads Annihilape ,Liquidation BodyPress Rest SleepTalk 
Garchomp,RoughSkin,RockyHelmet,Glimmora OricorioSensu GreatTusk Gholdengo RotomWash ,Earthquake DragonTail StealthRock Spikes 
Glimmora,ToxicDebris,ChoiceScarf,Garchomp OricorioSensu GreatTusk Gholdengo RotomWash ,PowerGem SludgeWave EnergyBall EarthPower 
OricorioSensu,Dancer,HeavyDutyBoots,Garchomp Glimmora GreatTusk Gholdengo RotomWash ,RevelationDance Taunt QuiverDance Roost 
GreatTusk,Protosynthesis,Leftovers,Garchomp Glimmora OricorioSensu Gholdengo RotomWash ,HeadlongRush CloseCombat KnockOff RapidSpin 
Gholdengo,GoodasGold,ChoiceScarf,Garchomp Glimmora OricorioSensu GreatTusk RotomWash ,MakeItRain ShadowBall FocusBlast Trick 
RotomWash,Levitate,Leftovers,Garchomp Glimmora OricorioSensu GreatTusk Gholdengo ,HydroPump VoltSwitch WillOWisp Protect 
Cinderace,Libero,HeavyDutyBoots,GreatTusk Slowking ChienPao Amoonguss Dondozo ,PyroBall Uturn SuckerPunch CourtChange 
GreatTusk,Protosynthesis,Leftovers,Cinderace Slowking ChienPao Amoonguss Dondozo ,RapidSpin KnockOff HeadlongRush CloseCombat 
Slowking,Regenerator,HeavyDutyBoots,Cinderace GreatTusk ChienPao Amoonguss Dondozo ,FutureSight Surf ChillyReception SlackOff 
ChienPao,SwordofRuin,ChoiceBand,Cinderace GreatTusk Slowking Amoonguss Dondozo ,Crunch IceShard IceSpinner SacredSword 
Amoonguss,Regenerator,RockyHelmet,Cinderace GreatTusk Slowking ChienPao Dondozo ,GrassKnot SludgeBomb FoulPlay Spore 
Dondozo,Unaware,Leftovers,Cinderace GreatTusk Slowking ChienPao Amoonguss ,WaveCrash Curse Rest Protect 
Arcanine,Intimidate,HeavyDutyBoots,TingLu Gholdengo Hatterene ChienPao RotomWash ,FlareBlitz WillOWisp MorningSun Roar 
TingLu,VesselofRuin,Leftovers,Arcanine Gholdengo Hatterene ChienPao RotomWash ,Earthquake StealthRock Whirlwind Ruination 
Gholdengo,GoodasGold,ChoiceScarf,Arcanine TingLu Hatterene ChienPao RotomWash ,Trick ShadowBall FocusBlast NastyPlot 
Hatterene,MagicBounce,Leftovers,Arcanine TingLu Gholdengo ChienPao RotomWash ,MysticalFire Psyshock CalmMind DrainingKiss 
ChienPao,SwordofRuin,HeavyDutyBoots,Arcanine TingLu Gholdengo Hatterene RotomWash ,Crunch SacredSword SuckerPunch IcicleCrash 
RotomWash,Levitate,Leftovers,Arcanine TingLu Gholdengo Hatterene ChienPao ,VoltSwitch HydroPump Protect WillOWisp 
GreninjaBond,BattleBond,LifeOrb,Pelipper Barraskewda Zapdos Manaphy TingLu ,Surf DarkPulse GrassKnot WaterShuriken 
Pelipper,Drizzle,DampRock,GreninjaBond Barraskewda Zapdos Manaphy TingLu ,Surf KnockOff Uturn Roost 
Barraskewda,SwiftSwim,ChoiceBand,GreninjaBond Pelipper Zapdos Manaphy TingLu ,AquaJet FlipTurn Liquidation PsychicFangs 
Zapdos,Static,HeavyDutyBoots,GreninjaBond Pelipper Barraskewda Manaphy TingLu ,Thunder Hurricane Uturn Roost 
Manaphy,Hydration,HeavyDutyBoots,GreninjaBond Pelipper Barraskewda Zapdos TingLu ,Surf StoredPower TailGlow Rest 
TingLu,VesselofRuin,RedCard,GreninjaBond Pelipper Barraskewda Zapdos Manaphy ,StealthRock Earthquake Whirlwind Spikes 
Cinderace,Blaze,HeavyDutyBoots,Zapdos OgerponWellspring SlowkingGalar TingLu Dondozo ,PyroBall Uturn WillOWisp CourtChange 
Zapdos,Static,HeavyDutyBoots,Cinderace OgerponWellspring SlowkingGalar TingLu Dondozo ,VoltSwitch Hurricane Roost ThunderWave 
OgerponWellspring,WaterAbsorb,WellspringMask,Cinderace Zapdos SlowkingGalar TingLu Dondozo ,KnockOff Encore PowerWhip IvyCudgel 
SlowkingGalar,Regenerator,HeavyDutyBoots,Cinderace Zapdos OgerponWellspring TingLu Dondozo ,IceBeam FutureSight SludgeBomb ChillyReception 
TingLu,VesselofRuin,Leftovers,Cinderace Zapdos OgerponWellspring SlowkingGalar Dondozo ,Rest StealthRock Earthquake Whirlwind 
Dondozo,Unaware,HeavyDutyBoots,Cinderace Zapdos OgerponWellspring SlowkingGalar TingLu ,Avalanche BodyPress Rest SleepTalk 
Alomomola,Regenerator,RedCard,SlowkingGalar Kingambit GreatTusk Cinderace ThundurusTherian ,Wish FlipTurn Scald Acrobatics 
SlowkingGalar,Regenerator,HeavyDutyBoots,Alomomola Kingambit GreatTusk Cinderace ThundurusTherian ,FutureSight ChillyReception IceBeam SludgeBomb 
Kingambit,SupremeOverlord,Leftovers,Alomomola SlowkingGalar GreatTusk Cinderace ThundurusTherian ,SwordsDance IronHead KowtowCleave SuckerPunch 
GreatTusk,Protosynthesis,RockyHelmet,Alomomola SlowkingGalar Kingambit Cinderace ThundurusTherian ,IceSpinner RapidSpin HeadlongRush StealthRock 
Cinderace,Libero,HeavyDutyBoots,Alomomola SlowkingGalar Kingambit GreatTusk ThundurusTherian ,CourtChange PyroBall Uturn WillOWisp 
ThundurusTherian,VoltAbsorb,ChoiceSpecs,Alomomola SlowkingGalar Kingambit GreatTusk Cinderace ,TeraBlast VoltSwitch GrassKnot KnockOff 
Gliscor,PoisonHeal,ToxicOrb,Alomomola UrsalunaBloodmoon Scizor GreatTusk Meowscarada ,Earthquake Spikes Toxic Protect 
Alomomola,Regenerator,HeavyDutyBoots,Gliscor UrsalunaBloodmoon Scizor GreatTusk Meowscarada ,FlipTurn Scald Wish Protect 
UrsalunaBloodmoon,Mind&#39;sEye,Leftovers,Gliscor Alomomola Scizor GreatTusk Meowscarada ,VacuumWave BloodMoon EarthPower CalmMind 
Scizor,Technician,HeavyDutyBoots,Gliscor Alomomola UrsalunaBloodmoon GreatTusk Meowscarada ,BulletPunch TeraBlast Uturn SwordsDance 
GreatTusk,Protosynthesis,Leftovers,Gliscor Alomomola UrsalunaBloodmoon Scizor Meowscarada ,StealthRock Earthquake IceSpinner RapidSpin 
Meowscarada,Overgrow,HeavyDutyBoots,Gliscor Alomomola UrsalunaBloodmoon Scizor GreatTusk ,FlowerTrick KnockOff BrickBreak Uturn 
Maushold,Technician,WideLens,Rillaboom GreatTusk Heatran Enamorus Kingambit ,TidyUp PopulationBomb Bite Encore 
Rillaboom,GrassySurge,ChoiceBand,Maushold GreatTusk Heatran Enamorus Kingambit ,WoodHammer KnockOff GrassyGlide Uturn 
GreatTusk,Protosynthesis,Leftovers,Maushold Rillaboom Heatran Enamorus Kingambit ,BulkUp HeadlongRush RapidSpin IceSpinner 
Heatran,FlashFire,Leftovers,Maushold Rillaboom GreatTusk Enamorus Kingambit ,StealthRock Taunt EarthPower MagmaStorm 
Enamorus,Contrary,ChoiceScarf,Maushold Rillaboom GreatTusk Heatran Kingambit ,Moonblast EarthPower MysticalFire HealingWish 
Kingambit,SupremeOverlord,Leftovers,Maushold Rillaboom GreatTusk Heatran Enamorus ,SwordsDance KowtowCleave SuckerPunch IronHead 
Ribombee,ShieldDust,FocusSash,OgerponWellspring IronMoth Kingambit Gholdengo IronValiant ,Moonblast Psychic StickyWeb StunSpore 
OgerponWellspring,WaterAbsorb,WellspringMask,Ribombee IronMoth Kingambit Gholdengo IronValiant ,SwordsDance PlayRough PowerWhip IvyCudgel 
IronMoth,QuarkDrive,BoosterEnergy,Ribombee OgerponWellspring Kingambit Gholdengo IronValiant ,FieryDance SludgeWave Psychic Substitute 
Kingambit,SupremeOverlord,LumBerry,Ribombee OgerponWellspring IronMoth Gholdengo IronValiant ,SwordsDance IronHead LowKick SuckerPunch 
Gholdengo,GoodasGold,AirBalloon,Ribombee OgerponWellspring IronMoth Kingambit IronValiant ,ShadowBall Psyshock NastyPlot DazzlingGleam 
IronValiant,QuarkDrive,BoosterEnergy,Ribombee OgerponWellspring IronMoth Kingambit Gholdengo ,CloseCombat KnockOff Moonblast DestinyBond 
Dragapult,Infiltrator,ChoiceBand,Munkidori GreatTusk Gholdengo SamurottHisui Zapdos ,DragonDarts PhantomForce TeraBlast Uturn 
Munkidori,ToxicChain,HeavyDutyBoots,Dragapult GreatTusk Gholdengo SamurottHisui Zapdos ,FutureSight FocusBlast Psychic Uturn 
